num,movie,sentence,score
549,자백,몰입감 좋고 재미는 좋았습니다시간이 후딱 지날만큼그러나 이야기 주변을 끼워 맞추는 장치들이너무 억지 스럽고 공감이 가지 않았습니다뭔가 자연스럽지 않은 상황 전개...보는 내내 소지섭 배우의 넓직한 어깨와 등판은 흐뭇했음,6
550,나의 소녀시대,"중학생때 진짜 눈물 흘리면서 봤던 영화어린 나에게 사랑을 해보고 싶은 감정을 주었고, 사랑의 끝맺음까지 사랑스러워야 진정한 사랑이였음을 알게해준 영화",10
551,타짜: 원 아이드 잭,류승범 촬영도중 감독이랑 싸웠나???,5
552,크루엘라,내 스타일을 찾았음완벽해!,10
553,정직한 후보2,1도 애매했는데 2는 별로다..,5
554,20세기 소녀,재밌진  않아요 ..넷플릭스 하도 볼꺼없어서 봤다가 중간에 하차,1
555,헌트,나만죽을수 없다 꼭  봐라 ㅋㅋ,2
556,박수칠 때 떠나라,절대 귀신영화는 아닌데 귀신이 나올거같은 영화임 진짜 소름끼치고 재밌음 ,10
557,블랙 아담,별점이 왤케 낮지 재밌는데..,10
558,자백,들쑥날쑥 없이도  깔끔하게  너무  잘 만들어주셔서  감사합니다,10
559,카터,"한국에서 보기 힘든 스타일리쉬 액션과 롱테이크 기법의 시도는 좋았다.근데 그걸 좀 제대로 보여줬으면 좋겠는데 플롯 디자인이나 액션 디자인, 촬영, 음악 등 칭찬할 구석이 없다.전체적으로 산만하고 구성이 계속 같은 식으로 반복되다 보니 피로감이 장난 아니게 몰려온다.",3
560,리멤버,먹먹하면서 재미지네요.,10
561,늑대소년,동물에게 감정이란 신이 준 선물은 아닐까?,10
562,20세기 소녀,"진짜 21세기의 제가 20세기를 간접체험해봤네요. 너무너무 재밌었고, 우리 운호만 죽이지 마시지요ㅠㅠ 보라랑 운호 너무 애절하고 안타까워서 펑펑 울었네요ㅠㅠㅠㅠ ",10
563,늑대사냥,최악의영화 정말 이세상에서 없어져야할것같은영화정말이런영화있는 세상에 살고있다는것이 개탄스럽고 부끄럽고 수치스럽다..이런영화..대한민국 청소년이볼까 두렵고 먼미래 대한민국아이들이 볼까 두렵고 필릉자체가 없어졌으면좋겠다 대한민국의 한엄마로써 국민으로써.. 대한민국에... 이런영화가 있다는것이..개탄스럽다...슬프다... ,1
564,자백,진짜 ... 재밌어요 ... 진짜로 ..,10
565,자백,반전에 반전에 반전에 반전..예상할 수가 없네요..ㄷㄷ 재밌게 봤습니다,9
566,썬다운,아주 낯선 리듬의 영화. 처음엔 당혹스럽지만 캐릭터와 묘하게 매칭되면서 어떤 정서가 된다. 런던에서 멕시코로. 계속 햇빛을 맞고 계속 샤워를 한고 계속 섹스를 한다. 마치 끊임없이 정화작업을 하는 듯 보인다. 마지막 주인공의 행동이 병에 의한 환각과 정신이상인 듯 설명은 이루어진다. 하지만 이미 이유는 중요하지 않다.  영화는 마치 그 자체가 주인공 스스로에 대한 씻김굿으로 보인다. 그리고 그는 모든 치료와 재산을 뒤로하고 현생의 장소로 돌아간다. 이제까지 이리도 쿨하게 죽음을 받아들이는 영화는 처음이다. 대단한 영화다.,8
567,리멤버,진짜 너무 재밌었어요 아 진짜 처음 이런거 써보는데 너무 재밌어요 진심으로 ;;;,10
568,패시파이어,"확실히 빈디젤이 정극도 가능하다는걸 보여준다. 헐리웃 액션배우들은 코믹정극도 가능한 연기의 폭을 다들 갖고 있는듯. 아놀드, 부르스, 빈디젤, 더락 등",10
569,라라랜드,꿈의 이중성.                                                           잘때 꾸는 꿈과 미래를 위한 꿈이 둘 중 뭐가 더 이 영화에 잘 어울릴지는 모르겠지만 둘 다 슬프고 행복한.. ,10
570,타짜,개씹명작다 녹아 있음 ,10
571,뷰티 인사이드,틈 날때 마다 감상중 항상 10점,10
572,20세기 소녀,"이제 맘 아픈거 싫을 나이.아. 가슴 먹먹하네. 왜. 그렇게 됐는지 최소한 설명해 줘야하잖아.  사고난겨? 아팠던겨? 뭐여ㅡ,.ㅡ아... 슬픈건 싫어.",8
573,블랙 아담,이것도ㅡ나름재밋는데ㅡ스릴러영화 (자백)이ㅡ워낙 더ㅡ재밋엇음ㅡ,8
574,가타카,PMP로 본지 10년도 더 된 다시 볼 90년대 영화 ,10
575,34번가의 기적,47년작 영화와 이 영화 모두 재밌게 봤어요.! 크리스마스 분위기 스타일 볼거리가 가득했던 영화:),10
576,자백,아무 기대 없이 보러갔다가 숨도 못쉬고 보고옴..,10
577,극장판 5등분의 신부,"아주 좋은 영화였다 스토리 모두 , 근데 아쉽네요 ,,",10
578,자백,몰입해서 봐야할정도로 긴장감있진 않았어요. 영화 도중에 반전은 알아챌만한 수준.  억지스러운 면도 있고요ㅠ그래도 뛰쳐나올수준은 아님 나름 재미있는 요소가 충분. 나나 어색함없이 연기 잘함 ,6
579,20세기 소녀,결말이 조금 아쉽다만 유정이땜시 10점.,10
580,인생은 아름다워,오랜만에 와이프랑 좋은 영화 감동적인 영화 나들이였습니다 배우분들 연기는 물론 좋은 음악들과 웃음 눈물 어깨가 들썩들썩 흥까지 너무 좋았네요 다들 꼭 한번쯤 보시길,10
581,자백,반전×100 재밌음.,9
582,20세기 소녀,슬프고도 아름다운 여운이 남는 영화 ,10
583,20세기 소녀,"요즘도 이런거만드나??평점은 6점정도가 적당한듯,,,",1
584,퍼플 하트,아니 나는 진짜 아무 생각 없이 봤는데 너무 재밌는데 글고 여주 남주 비주얼이 갓벽,10
585,죽어도 자이언츠,"우리의 영원한 10번이 은퇴한, 20세기 마지막 해의 한국 시리즈가 그립고, 30년 전의 영광을 다시 보고 싶었던, 그러나 그러지 못하였던, 프로야구 역사 40년의 해, 2022년의 자이언츠.",8
586,결백,난 왜 내내 신혜선 배우의 연기가 눈에 거슬리는거지...표정연기는  좋은데 발성과 발음등이 좀 불안하게 보였음,6
587,영화의 거리,여주 남주가 부산 울산 출신인데 부산사투리 잘쓴다고 그걸 빨아대냐? 그냥 부산홍보.,5
588,죽어도 자이언츠,초반에 롯데 실점하는거에 웃겨죽는줄 알았는데 마지막장면 이후에 여운이 남습니다..,10
589,리멤버,꼭 보세요!! 연기 와...지립니다,10
590,오펀: 천사의 탄생,깜짝놀랄 반전이... 영화보고 돌아와 넷플릭스로 오펀1을 마저 봄. ,8
591,에브리씽 에브리웨어 올 앳 원스,최근 본 영화중 제일 새로웠고 영화가 끝나도 여운이 남는 영화 긴 시간동한 지루함을 한번도 못 느낌 이 영화 꼭 보세욥 ,10
592,비상선언,아놔 욕나오네. 유명배우 이것들 돈에 노예냐? 시나리오 볼줄도 모르는 인간들 쪽팔리지도 않냐? 이런거에 출연하는거 안 쪽팔린거면 니들 수준도 알만하다. 클레멘타인 이후로 이런 억지감동- 돌아와~~~ 미치겟다. 진짜 한국영화 이수준은 또 뭔지 모르겟네. 조온나 쪽팔리는 영화,1
593,수프와 이데올로기,분단의 비극을 통째로 맞은 가족의 스토리...이번에는 어머니와 4.3을 조명했으나 전작에 비해 심심한 느낌,7
594,늑대사냥,평점낮은 이유를 모르겠습니다.마녀1 만큼재밌고 스토리도 재밌어요,10
595,블랙 아담,새로운 DC유니버스가 기대되는 재미있는 가족오락영화였습니다.,9
596,자백,많은 기대는 안했지만 좋았습니다,6
597,에브리씽 에브리웨어 올 앳 원스,이건  미쳤다 미친영화다 모든순간 모든게 될 수 있지만 지금 내 옆에 있는 작은 순간이 가장 소중하다는 역설적인 진리.,10
598,늑대사냥,감독 믿고 걸렀어야는데 ㅠㅠ 또 당했다,1
599,태극권,세상에 변하지 않는 것은 없으며 모든 것은 자연의 섭리를 따른다...나한테 이연걸 최고의 영화를 고르라면 “이연걸의 정무문” 그리고 “이연걸의 태극권” 이 두 편이다!!,10
600,리멤버,위조 신분증이 뜬금없이 등장하는 것외에도 후반부가 좀 아쉽긴 했지만 그래도 볼만했어용~~~,8
601,스타게이저: 아스트로스코프,생각보다 진지하게 몰입할 수 있었고 시간가는줄 몰랐어요,10
602,블랙 아담,처음엔 그냥 아무생각 없이 보다가 후반에 진짜 입떡벌리고 본듯 진짜 개재밌었음,9
603,리멤버,기대한 내가 잘못이지 에휴ㅋㅋㅋ,1
604,늑대사냥,시원 시원 하긴 한데 그게 끝. 형사라는 놈들은 동네 주취자도 제압 못할 거 같은 무능의 극치 ㅋㅋㅋㅋ 슬래셔 무비 만들려고 한 건 알겠는데 최소한 상식적인 반응은 해야 되는데 그냥 내 차례다 싶으면 목 길게 빼고 얌전히 죽어줘서 별로 통쾌하진 않음 ㅋㅋㅋ 쿠폰으로 봤으니까 이 정도지 내 돈 내고 봤으면 감독 찾아가서 헤딩 했을 거 같음 ㅋㅋ,1
605,놉,재미없는 영화를 뭔가 깊은 의미가 있고 난해한 영화로 포장하지마라,1
606,20세기 소녀,연기잘하고예쁜유정배우와그친구들재밌게봤어요 슬픈결말에놀랐지만요,10
607,늑대사냥,아.. 진짜...코로나 끝나고 기대하고 봤는데...ㅅㅂ 감독 누구냐 ,1
608,자백,꽤 잘된 리메이크.. 원작을 이미 본 사람도 충분히 재밌게 볼 수 있다.나나는 연기를 꽤 잘함..,7
609,외계+인 1부,가족이 함께봤는데 너무재밌어서 친정아버지도 보셨다.. 별로라는 평은 안타깝네~ 난 재미나더라~~,10
610,김제동의 톡투유 - 걱정 말아요 그대,내 평점과 박평식의 평점은 동일한 평점이다~!,1
611,리멤버,메시지에 공감은 둘째치더라도 영화에 메시지가 녹아들지 못하고 너무 튀어서 교조적으로 느껴질 수도 있겠다는 생각이 듦. 뇌종양 치매노인분의 능력이 최소 로건 느낌을 내는건 너무 한다는 생각이...,6
612,리멤버,친일파 척살은 잘한건데  그소리듣던 장군아들의  필주 켐코더 부신것은 예의없는짓혼나야할  분,10
613,에브리씽 에브리웨어 올 앳 원스,"못난 가족, 유치한 농담, 그럼에도 불구하고 잘 만든 영화",7
614,블랙 아담,오 시원시원한 액션이 좋았네 스트레스가 확 풀린다 그리고 쿠키…드디어 오냐?,10
615,리멤버,차라리 장르적 재미로 무장하던가 복수 계획은 치밀하지 못하고 그러니 당연히 극적 긴장감은 생기지 않는다. 남주혁의 존재 자체에 의문이 든다. 아무리 옳고  좋은 얘기라도 설교가 되면 지루해진다.,5
616,리멤버,재밌게 봤어요. 나름 일제시대에 대해 생각할 여지를 주네요,10
617,늑대사냥,놀랍네요……. 이걸 본 내눈……,2
618,리멤버,남주혁 이성민님의 연기호흡이  좋았고요2시간동안 집중하면서 보았네요고등학생 조카에게도 한번보면 좋을것같다고얘기했습니다~좋은영화 만들어주셔서 감사합니다 ,10
619,늑대사냥,나는 성동일과 박호산이 출연하는 모든 영화들은 그저 3류 저질 영상물이라 확신한다. 이 영상물 역시 그러했다. 나는 김영옥 + 나문희 + 성동일 + 박호산 이런 류의 배우들은 그냥 드라마 밖으로 나오지 않았으면 하는 간절한 바램이 있다.,1
620,클로버필드,이걸 2022년에 보다니  개인적으론  명작입니다  외계인 나오는거 좋아하는데   촬영기법이나  몰입감 최고! 다만 주인공들 선택이 좀 아쉽네요 ,10
621,늑대사냥,세계에 내놓기는 좀....,6
622,자백,출연 배우도 모르고 내용도 잘 모르고 그냥 본건데 몰입도 개쩌네요… ‘헐’ 이라든가 ‘와’ 라든가 ‘홀리…’ 라든가 계속 입틀막 했네요 연기가 너무 좋았어요… 심장이 계속 쫄깃했습니다 잘 봤습니다,10
623,외계+인 1부,우선 그래픽이 조잡할까도 걱정했지만 그렇게 조잡하지 않고 상당히 볼만했고 그리고 감독님이 전에 전우치 했어서 그러신지 고려시대 배경도 꽤 괜찮았고 또 이안 아역 역할하신 배우분이 상당히 연기 잘하시더라고요. 저한테는 새로운 발견이었습니다. 다만 아쉬운건 고려시대와 현재를 연결하는 부분에서 그리 깔끔하지는 않아서 많은 분들이 아쉬워하거나 안좋게 보신게 아닌가 싶네요. 그래도 꽤 볼만합니다. 추천해요.  ,7
624,블랙 아담,기원전 가장 번성하고 위대한 고대 국가였지만 현재는 국제 군사 조직 인터갱의 독재 국가로 전락한 칸다크. 인터갱의 눈을 피해 고대 유물을 찾던 &amp;#39;아드리아나&amp;#39;는 우연히 5000년 동안 잠들어 있던 &amp;#39;블랙 아담&amp;#39;을 깨우게 된다.,7
625,늑대사냥,태어나서 본 영화 중에 제일 최악입니다.,1
626,정직한 후보2,나름볼만. 라미란 땜에 겨우 살아난 영화.,7
627,20세기 소녀,ㅠㅠㅠㅠ운호  오ㅐ 이유도 안알려주고 이렇게 끝내시나요 ㅠㅠㅠ운호돌려내,8
628,자백,라디오에서 개봉한다고 배우님들이 나오시는거 듣고 보러왔는데 재미나네요ㅎㅎㅎ다른영화랑 뒷부분이 약간다르네요ㅎㅎ재미나요,10
629,20세기 소녀,잘봤습니다.풍운호…ㅜ,10
630,리멤버,이성민씨 연기가 너무 좋아서 끝까지 잘봤어요 ~~~ 대본은 그냥 그랬어요 ~~~ ,10
631,양들의 침묵,31년 전 영화인 것은 감안하고 봐야겠죠? 아쉬운 점들도 있지만 안소니 홉킨스 연기는 그냥 미쳤네요,7
632,에브리씽 에브리웨어 올 앳 원스,친절함과 순수함으로 세상과 싸우는게 내 방식이라는 말이 좋았어요,7
633,리멤버,따뜻한 인정이 느껴지는 할아버지가 살인자의 모습은 너무 다른 사람같아 흥미있게 봤었고  너무 커다란 아픔을 안고 사는 인생이 슬펐네유,10
634,블랙 아담,보고 나오는데 옆커플 여친이 재미없다는데 이런영화는 눈이 즐겁잖아라는 남친말에 헛웃음만 나옴.눈은 아맥 카운트다운이 젤 즐거웠음. 용산아맥으로 봐도 나가고싶음.. 핵노잼,2
635,원더 우먼 1984,혹시 일부러 오글거리게 만든건가요?,2
636,레옹,명작명작명작명작명작,10
637,리멤버,최근 식민사관을 옹호하며 그땐 어쩔 수 없었다는둥 정당화하는 인간들의 망막에 새겨주고 싶은 영화,10
638,탑건: 매버릭,"6번이상봐도 재밌는영화, 내인생 최고의 영화그냥 완벽하다",10
639,자백,우와 오랫만에 심장이 쫄깃했어요연기 연출 다좋음,10
640,킬링시즌,로버트드니로...  아무 영화나 막 나왔었구나,5
641,아이 유스투 비 페이머스,오랜만에 음악영화 잘보고 잘들었어요,10
642,에브리씽 에브리웨어 올 앳 원스,"새롭고 영상, 사운드도 아름답다",9
643,20세기 소녀,"영상미도 연기도 좋았는데 갑작스런 전개, 결말,, 진부한 스토리ㅜ 그래서 풍운호는 왜 그렇게 됐는지 넘 궁금한데 그냥 열린 결말인가요.. 중반부부터 김 새다가 결말에서 노잼ㅜ  속상쓰ㅜ",6
644,자백,재밌었어요 둘째 출산하면 향후 2 3 년간 영화관 못갈거 같아서 갔고 자백을 봤는데 이거 고른 내 자신 칭찬해요 ,10
645,늑대사냥,최근영화중 잴 재미있게 봄장르영화로 최고,10
646,리멤버,이성민님 역시 연기최고십니다!!우리 예쁜주혁님 미모백스푼꼭보세요 꼬옥-!,10
647,20세기 소녀,두근두근두근두근두근,10
648,슈렉 포에버,슈렉을 통해 외모가 전부가 아님을 배울 수 있었다면 그것만으로도 만족할 수 있는 영화..^^,9
649,쓰리 빌보드,앙심과 용서. 이해와 경멸. 감정의 다툼 속에서 나타나는 우정.,10
650,아담스 패밀리,그래도 1편은 볼 만 했습니다.,10
651,선과 악의 학교,"넷플릭스에서 오랜만에 재밌는 영화를 본듯소피가 너무 예쁘고 악역 연기를 너무 잘함 그리고 노래랑 패션, 이펙트가 볼만 한듯ㅋㅋㅋㅋ 애초에 애들 보는 영화인데 늙은이들이 보고나서 유치하다 어쩌고 하는게 ㄹㅇ 웃김복잡한 세상 좀 편하게 삽시다아재들은 평생 되기도 어려운 맨날 똑같은 배우에 똑같은 스토리인 범죄벅벅느와르조폭 영화나 보시면서 감정이입 하든가 ",10
652,애프터 미투,다큐멘터리로 두번째 이야기가 가장 기억에 남아요. 나는 몸과 마음이 건강해졌다.,7
653,에브리씽 에브리웨어 올 앳 원스,올해 가장 재미있게 봤습니다.가장 뻔한 소재를 가장 재미있게 풀어내고 여운까지,10
654,늑대사냥,이건 영화맞니? 스토리가 없다? 와~ 재활용도 안됨,2
655,자백,몰입도가 높아서 시간 가는 줄 모르고 봤어요. 원작도 있다는데 나중에 꼭 봐야겠어요.,10
656,에브리씽 에브리웨어 올 앳 원스,정말 최악입니다 양자경이 나오는 코미디 영화라고 15세 관람가로 대중적인 것처럼 홍보하는데 절대 애들은 보면 안 되고 트리우마 생겨요 / 비급 (아니 실은 씨급 디급) 호러스러운 액션 영화인데 진짜 하나도 안 웃기고 잔인하고 더럽고 시끄럽고 정신사납고 / 남자 감독들이 만든 영화라 그런지 양자경은 도구로만 쓰일 뿐 진짜 여성 주인공 영화 같지 않아요 이렇게 불쾌하고 짜증나게 하는 영화는 정말 오랜만이라 평점까지 납깁니다 최악 최악 최악 우웩 우웩 우웩 ,2
657,리멤버,이성민님 연기 진짜 최고였어요! 그러고 너무 유명하신 분들이 악역으로 나오시는데 소름돋는 연기들이었습니다ㅜㅜ!,8
658,리멤버,현실감 없음 .... 45년도에 15살이라고 해도 92살인데 너무 정정함 그리고 때아닌 반일감정 조장에 억지 감동,3
659,20세기 소녀,참 억지 눈물.같은나이때 배경이지만 저런 순수한 사랑하는  사람없었다. 쌍팔년시대라면 모를까,2
660,자백,처음부터 집중할수있어서 좋았어요 연기도 너무 좋았어요,10
661,공조2: 인터내셔날,연기력 좋은 배우들 덕분에 시간가는줄 모르고 봤네요~ 공조3도 기대해봅니다~~,9
662,인터스텔라,내 인생 최고의영화  열글자,10
663,에브리씽 에브리웨어 올 앳 원스,오글거리는 대사들과 행동들만 제외하면 소재가 너무 좋다. 자기의 인생의 작은 선택도 후에 크게 영향끼칠 것이다.,9
664,자백,소지섭 멋있다! 나나 이쁘다!!,7
665,극장판 헬로카봇: 수상한 마술단의 비밀,카본은 언제나 재미있어요.,9
666,에브리씽 에브리웨어 올 앳 원스,&amp;#39;인사이드아웃&amp;#39;의 실사판 아니 그이상,10
667,외계+인 1부,조금만 힘뺐다면 훨씬 좋았을텐데 평점만큼 졸작은 절대 아님,8
668,늑대사냥,스토리 유치하고 개연성 없고 연기 구리고... 피칠갑 빼면 뭐 하나 봐 줄 곳이 없음... 개인적으로 유치한 스토리 극혐이라 1점...,1
669,육사오(6/45),오랜만에 신나게  웃으면서  봤네요 ,10
670,리멤버,"개억지 신파극넷플릭스,디지니플러스같은곳에서 투자 못받은 영화는 이제 거른다",2
671,늑대사냥,"궁금한게 있는데 총은 폼이야??아니 정말 궁금해서 그래,",4
672,은행털이와 아빠와 나,이젠 추억이 되어버린.,9
673,늑대사냥,진짜.. 일주일 열심히 일하고 금요일이라안보던 영화 티비로 돈주고!!! 봣눈데...진짜 이런 리뷰 안남기는데...안그래도 집에서서먹한 남편이랑 더 서먹해짐...더 이야기 없어지고남편은 지금 폰 유튜브 보고 나는 소주마심...,2
674,리멤버,두 배우의 케미와 카액션에서 눈으로 보는 재미가 있습니다 . 과거를 청산하지 못한 현재의 대한민국의 모습을 보며 영화처럼 된다면 좋겠다고 생각했어요 . 필주의 인생이 가련하네요,10
675,리멤버,시원하면서도 마음 아프네요. ,10
676,자백,이거 2년전에 본 이태리 양화 리메이크네.  그때 재밌게 봤는데 스토리는 훌룡한데 미스캐스팅. 소. 지. 섭. 너무 어색하다 연기가,4
677,콘스탄틴,진심 이게 재밌어?? 참 내...,1
678,에브리씽 에브리웨어 올 앳 원스,"삶이 허무해서 더 이상 살고 싶지 않다면 그냥 가. 수억 개의 모든 우주도 너를 잡아둘 수 없다면 그냥 가. 그래도 마지막으로 하는 말인데, 너의 찰나를 내가 소중히 여긴다면 우리 함께 찰나라도 살아갈 수 있을까?",10
679,리멤버,"친일 반일 너무 진부하다. 친일은 살인피해자가 되어도 통쾌하고, 반일은 법의 심판대로 판단 받아야하고? 너무 한쪽 감성에 치우친 영화",2
680,리멤버,전체적인 면에서 감동을 안겨주었다.이상민배우는 한필주 역할을 너무나 훌륭하게 잘 소화해 주었고~♡남주혁배우는 20대청년 인규역할을 잘 표현해 주었고.감초스럽게 잘살린것  같아요.~♡리벰버 영화추천합니다,10
681,블랙 아담,보면 볼 수록 이해 되지 않는 스토리이다. 이상하다. 어색하고 오그라드는 상황과 거기에 더해지는 진부한 대사에 탄식이 나온다. 효과만 화려하고 재미가 없다. 관람객의 평점은 더 내려가야한다. 차라리 탑건을 다시 보고 싶었다. ,3
682,블랙 아담,역시 DC 영화의 장점은 타격감인거 같아요 너무 재미있게 잘 봤어요ㅎㅎ 평점이 좀 낮은거 같아서 놀랐네요,10
683,리멤버,연기  대박! 영화가 흥행했으면 좋겠어요.,10
684,테이큰,역시 명작은 이유가 있다.,10
685,늑대사냥,피 연출 진짜 조잡하다  갑자기 이야기 진행 뜬끔포 괴물 피 연출 연출이 진짜 삼류도 안된다,1
686,에브리씽 에브리웨어 올 앳 원스,진짜 왜 감동인지도 모르겠고 허접 어이없는 흐토리,2
687,늑대사냥,나 너무 똑딱해 액션물과 하드고어적인거 좋아하는데 진짜 너무 잘보고있었는데 ...ㅠㅠ중간부터 이게머야 진짜 너무해 진짜 너무한다고,4
688,헌트,실화를 바탕으로 한 픽션이지만 아픔은 리얼 실화,8
689,강철비2: 정상회담,말같지도않은 영화. 감독이 편향적인 시각을 가지고 있는듯.,2
690,늑대사냥,감독이 피 연출에 진심이라던데 그냥 피보여주고싶어서 만든영화고작가는 그냥 아무나 집어다 만든거임7광구랑 비빌만한 B급 SF영화고 절대 범죄액션영화아님초반이랑 후반 작가 다른사람이라고 하면 말이 됨초반은 범죄장르로 알고 작가가 글쓰고 뒷부분은 초능력물 작가가 만든거임 100%,1
691,리멤버,다시한번더 생각해볼수 있는 영화두배우의 연기가 너무 좋아요,10
692,늑대사냥,너무 잔인해서 속이 좀 안좋았어요.. 재밌으면서 잔인하면 그래스도 볼만한데 너무 잔인하기만함...,2
693,정직한 후보2,보기힘든 ...   말하기도 싫다,1
694,자백,오랜만에 쫄깃한 추리스릴러였다나나가 연기를 이렇게 잘 할 줄이야!!!,10
695,안녕하세요,우리가 눈을 뜨고 누군가를 만났을때 하는 &amp;#39;안녕하세요&amp;#39;라는 말이 누군가에게는 눈을 뜨고 누군가에게 꼭 하고 싶은 &amp;#39;안녕하세요&amp;#39; 라는걸 알게 해주는 영화다.오늘 하루가 힘들다면 꼭 봐야할 영화다,10
696,늑대사냥,아니 이게 뭔 영화고... 떄릴때마다 피가 분수처럼 나옴ㅋㅋ거기다가 왜케 답답함..총갈겨그냥..제발 총좀 쏴..,1
697,엽문3: 최후의 대결,역겨운 역사 왜곡의 중뽕영화,1
698,그 여자 작사 그 남자 작곡,"처음 시작할때 &amp;#34;아..좀 지루하네.. 다른거 봐야겠다..&amp;#34; 하고 끌려고 하는 순간.. 어..? 내가 어릴때 많이 듣던 노래인데 그 노래가 이 영화 ost 이며, 배우들이 부르는 거였구나? 라며 보는데 진짜 재미있게 봤습니다배우들이 Way Back Into Love  노래를 작사.작곡 하는 과정부터 ~끝까지 장면이 너무 재미있고, 감동적이였습니다..여러분들도 한번씩 보세요~! 후회는 안해요",9
699,블랙 아담,음 재밌슴... 스토리는 뭔가 아쉽지만.. DC가 이정도면 선빵한거라 생각함.. 근데 최소 500만은 나와야.. 슈퍼맨이 나올텐데 ... 뭔가 적게 보는게 아쉽..,10
700,세이프 하우스,다시보고싶은영화입니다,10
701,20세기 소녀,다 잊었던 첫사랑이 생각나서 울었다그 애가 그립다기보단 그때의 감정이 살아나서,10
702,자백,배우들 연기가 너무 좋았고 유튜브로 살짝 내용 스포(?) 당하고 갔는데도 재밌었습니다!!,10
703,리멤버,진부한 스토리 덜떨어진 개연성 훌륭한 남주혁 이성민의 고군분투,2
704,로그 원: 스타워즈 스토리,마지막에 다스베이더 행님 쌌다ㄹㅇ,10
705,"연공: 안녕, 사랑하는 모든 것",우연히 봤는데 재밌네요,9
706,낮에는 덥고 밤에는 춥고,영화인지 다큐인지 구분짓기 어려운 하루살이 아니 살아내기.낮에는 덥고 밤엔 춥지만 어떻하냐 살아내는거지 뭐 그런게 인생 아니겠는가...,7
707,리멤버,두 배우의 조합이 좋았습니다 이성민씨야 워낙 연기력으로 유명하시고감독이 남주혁씨에 대해 말했던 &amp;#39;진짜처럼 보이는 연기&amp;#39; 라는 말에 공감 되더군요. ,10
708,늑대사냥,한국 영화가  시도를 많이 해보네  기존의 영화와는 다름  내용으로 승부본다  이딴  병신 같은  드라마장르도 아니고  나름  신선한 시도라서  볼만했음..정직한 후보 이딴영화완  결을 달리하네,8
709,에브리씽 에브리웨어 올 앳 원스,아아~~~인투 어 베이~~~글~~~~양티버스 최고,10
710,늑대사냥,심형래가 만들어도 이거보단 낫겠다 ,2
711,블랙 아담,진심 너무 재미없다 스토리와 캐릭터들이 너무 안맞아 무슨 인도 영화 같은느낌,2
712,블랙 아담,진심 너무 재미없다 스토리와 캐릭터들이 너무 안맞아 무슨 인도 영화 같은느낌,2
713,블랙 아담,진심 너무 재미없다 스토리와 캐릭터들이 너무 안맞아 무슨 인도 영화 같은느낌,2
714,팅커 테일러 솔저 스파이,"배우들의 연기가 바로 액션이고, 자세히 보고 싶어서 몸을 앞으로 쏠리게 만드는 영화. 오랫만에 영화를 집중하면서 봤습니다.",9
715,인비저블 게스트,소~름이 소름이...노친네들이 어쩜 그러까,10
716,인생은 아름다워,뜬금없이 노래함..뜬근없이 옹성우..(아니..  짐캐리)뚜금없이 롯데 간접광고..,1
717,외계+인 1부,아니 하도 혹평이 많아서 안볼려다가 그래도 최동훈 감독 좋아해서 봣는데 나는 너무 재밋는데 왜 흥행이 안됐을까?? 평점은 왜 이렇게 낮은건지 내가 이상한건가 ..,9
718,자백,추천추천 너무 재밌다 나나 너무 예뻥,10
719,자백,"진짜 연기 미쳤,,꼭 보세요 몰입감 좋고 오랜만에 집중해서 봤어요!",10
720,자백,몰입해서 봤습니다 ㆍ역시나 반전이 있네요~~원작보지 말고 보세요,10
721,문폴,"뇌를 빼놓고 본다면 나름 코믹한 개그물로 볼 만하다. 중간중간 나오는 바퀴벌레소리는 심약자에게는 위험할 수 있으니 조심하자. 감독의 전작을 거의 그대로 다시 사용했다 보면 되는데, 거기에 아마겟돈 프로메테우스 등등의 명작들을 버무려 만든듯 하다. 과학적 고증이야 애초에 영화의 모티브가 유사과학이므로 고려대상이 아니다. sf영화의 클리셰는 모조리 가져온것 같다. 참고로 중국공산당에서 지원한 영화이므로 불법다운로드 혹은 불법스트리밍이 아닌 이상 이 영화를 보는것은 공산당에 일조하는 행위임을 기억하자. ",1
722,늑대사냥,분명 좋은 스토리를 만들수있는 환경임에도 불구하고 나무 아쉽다라는 생각이 든다. 서인국 씬까지만 하더라도 좋왔는데... ,1
723,에브리씽 에브리웨어 올 앳 원스,"이런 위험한 표현 해도 되나싶은데...마약 해 본적은 없는데, 영화 보는 중간에 약한듯한 기분이였어용....",9
724,리멤버,처음엔 치매노인의 이야기인줄 알았는데 알고보니 우리 역사를 잊지말자는뜻의 리멤버였음..가슴아프고 부끄러운 일제시대의 많은 희생한 이들을 잊어서는 안되겠어요.남주혁 평소 연기 그냥 그렇다고 생각했는데 이번엔 자연스럽게 잘하셨구 이성민님 노인 연기 진짜 자연스러우셨어요여주가 없어도 재밌는 요소가 가득하네요.,10
725,클로버필드 10번지,약간 지루한듯 했는데 흥미진진함..ㅋㅋㅋ뭐야!!헐 뭐야?? 계속 이러면서 보게됨..근데 의문점들이 많아서 이런걸 풀어줬어야 하지 않나…,7
